Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
29484564,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,22 [8-35],22.18473,8.12319,35.14927,,2022-08-26T09:13:12.087+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484565,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE039,,,,,18 [2-39],18.43608,2.34574,38.69328,,2022-08-26T09:13:12.1+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484566,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE114,,,,,15 [3-30],14.97883,3.20689,29.91377,,2022-08-26T09:13:12.117+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484567,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,60 [19-108],60.09709,18.71184,108.18931,,2022-08-26T09:13:12.13+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484568,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE068,,,,,0 [0-1],0.41328,0.04137,1.12816,,2022-08-26T09:13:12.147+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484569,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE118,,,,,4 [0-9],3.54287,0.39045,9.20194,,2022-08-26T09:13:12.147+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484570,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,20 [7-31],19.56682,7.16461,31.00147,,2022-08-26T09:13:12.163+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484571,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,14 [2-29],13.91933,1.77104,29.21361,,2022-08-26T09:13:12.18+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484572,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,13 [3-26],12.96,2.77467,25.88203,,2022-08-26T09:13:12.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484573,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE000,,,,,50 [16-90],50.31513,15.79815,90.09584,,2022-08-26T09:13:12.21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484574,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,0 [0-1],0.32611,0.03264,0.89021,,2022-08-26T09:13:12.227+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484575,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE118,,,,,5 [1-12],4.77203,0.52591,12.39445,,2022-08-26T09:13:12.24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484576,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,25 [9-39],24.78482,9.07524,39.26882,,2022-08-26T09:13:12.24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484577,AIR_42,COUNTRY,AGO,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,24 [3-51],24.14219,3.07176,50.66915,,2022-08-26T09:13:12.257+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
